0	9	0	9	1
1	9	1	9	2
2	0	1	1	2
3	1	1	3	2
4	2	1	4	2
5	2	1	4	2
6	3	1	5	2
7	0	1	3	2
8	0	1	6	2
9	0	1	6	2
10	0	1	6	2
11	0	1	6	2
12	0	1	9	2
13	0	1	2	1
14	2	1	4	1
15	4	1	6	1
16	6	1	6	1
17	6	1	8	1
18	9	1	11	1
19	0	1	0	1
20	0	1	0	1
21	0	1	0	1
22	0	1	0	1
23	5	0	5	0
24	7	1	7	1
25	7	1	7	1
26	7	1	7	1
27	8	1	8	1
28	8	1	8	1
29	8	1	8	1
30	8	1	8	1
31	7	1	7	1
32	7	1	7	1
33	8	1	8	1
34	8	1	8	1
35	8	1	8	1
36	7	1	7	1
37	8	1	8	1
38	8	1	8	1
39	8	1	8	1
40	8	1	8	1
41	8	1	8	1
42	8	1	8	1
43	5	0	5	0
44	1	1	1	1
45	2	1	2	1
46	2	1	2	1
47	5	1	5	1
48	4	1	4	1
49	4	1	4	1
50	4	1	4	1
51	4	0	4	0
52	8	0	8	0
53	5	0	5	0
54	5	0	5	0
55	5	0	5	0
56	5	0	5	0
57	5	0	5	0
58	6	0	6	0
59	6	0	6	0
60	6	0	6	0
61	6	0	6	0
62	6	0	6	0
63	6	0	6	0
64	6	0	6	0
65	6	0	6	0
66	6	0	6	0
67	6	0	6	0
68	7	0	7	0
69	7	0	7	0
70	7	0	7	0
71	10	1	10	1
72	0	1	1	1
73	1	1	1	1
74	1	1	1	1
75	1	1	2	1
76	2	1	2	1
77	2	1	2	1
78	5	0	5	0
79	5	1	5	1
80	5	1	5	1
81	5	1	5	1
82	8	1	8	1
83	8	1	8	1
84	5	0	5	0
85	5	0	6	0
86	0	1	0	1
87	0	1	0	1
88	0	1	0	1
89	0	1	1	1
90	1	1	1	1
91	2	1	2	1
92	2	1	2	1
93	5	1	5	1
94	8	1	8	1
95	5	0	5	0
96	5	0	5	0
97	8	1	8	1
98	8	1	8	1
99	8	1	8	1
100	8	1	8	1
101	8	1	8	1
102	8	1	8	1
103	8	1	8	1
104	8	1	8	1
105	8	1	8	1
106	8	1	8	1
107	8	1	8	1
108	8	1	8	1
109	8	1	8	1
110	8	1	8	1
111	8	1	8	1
112	8	1	8	1
113	8	1	8	1
114	8	1	8	1
115	8	1	8	1
116	6	1	6	1
117	6	1	6	1
118	6	1	6	1
119	6	1	6	1
120	6	1	6	1
121	6	1	6	1
122	6	1	6	1
123	6	1	6	1
124	6	1	6	1
125	6	1	6	1
126	6	1	6	1
127	6	1	6	1
128	6	1	6	1
129	6	1	6	1
130	9	1	9	1
131	9	1	9	1
132	9	1	9	1
133	9	1	9	1
134	1	1	1	1
135	7	1	7	1
136	7	1	7	1
137	1	1	1	2
138	7	1	7	2
139	7	1	7	2
140	9	0	9	1
141	9	1	9	2
142	9	1	9	2
143	0	0	0	0
144	9	0	10	2
145	9	0	10	2
