0	7	0	8	1	7
1	0	0	0	0	5
2	7	0	8	0	5
3	7	0	8	0	6
4	2	0	2	0	11
5	4	0	4	0	11
6	1	0	1	0	11
7	1	0	1	0	11
8	1	0	1	0	11
9	1	0	1	0	11
10	1	0	1	0	11
11	1	0	1	0	11
12	5	0	5	0	11
13	5	0	5	0	11
14	5	0	5	0	11
15	6	0	6	0	11
16	6	0	6	0	11
17	6	0	6	0	11
18	6	0	6	0	11
19	6	0	6	0	11
20	6	0	6	0	11
21	6	0	6	0	11
22	6	0	6	0	11
23	7	0	7	0	11
24	7	0	7	0	11
25	7	0	7	0	11
26	3	0	3	0	11
27	4	0	4	0	11
28	6	0	6	0	11
29	2	0	2	0	8
30	3	0	3	0	8
31	4	0	4	0	8
32	4	0	4	0	8
33	6	0	6	0	8
34	0	0	0	0	1
35	0	0	1	0	1
36	1	0	1	0	1
37	1	0	1	0	1
38	1	0	1	0	1
39	1	0	1	0	1
40	1	0	1	0	1
41	1	0	1	0	1
42	1	0	1	0	1
43	2	0	2	0	1
44	2	0	2	0	1
45	2	0	2	0	1
46	2	0	2	0	1
47	2	0	2	0	1
48	2	0	2	0	1
49	3	0	3	0	1
50	3	0	3	0	1
51	3	0	3	0	1
52	3	0	3	0	1
53	3	0	3	0	1
54	3	0	3	0	1
55	3	0	3	0	1
56	3	0	3	0	1
57	3	0	3	0	1
58	3	0	3	0	1
59	3	0	3	0	1
60	3	0	3	0	1
61	3	0	3	0	1
62	3	0	3	0	1
63	3	0	3	0	1
64	3	0	3	0	1
65	4	0	4	0	1
66	4	0	4	0	1
67	4	0	4	0	1
68	4	0	4	0	1
69	4	0	4	0	1
70	3	0	3	0	1
71	3	0	3	0	1
72	3	0	4	0	1
73	4	0	4	0	1
74	4	0	4	0	1
75	4	0	4	0	1
76	4	0	4	0	1
77	4	0	4	0	1
78	4	0	4	0	1
79	4	0	4	0	1
80	4	0	4	0	1
81	4	0	4	0	1
82	4	0	4	0	1
83	5	0	5	0	1
84	5	0	5	0	1
85	5	0	5	0	1
86	5	0	5	0	1
87	5	0	5	0	1
88	6	0	6	0	1
89	6	0	6	0	1
90	6	0	6	0	1
91	6	0	6	0	1
92	6	0	6	0	1
93	6	0	6	0	1
94	6	0	6	0	1
95	6	0	6	0	1
96	6	0	6	0	1
97	6	0	6	0	1
98	6	0	6	0	1
99	7	0	7	0	1
100	7	0	7	0	1
101	7	0	7	0	1
102	7	0	8	1	7
103	0	0	5	1	3
104	0	0	8	1	3
105	0	0	8	1	3
106	0	0	0	0	4
107	1	0	1	0	14
108	2	0	2	0	14
109	2	0	2	0	14
110	2	0	2	0	14
111	3	0	3	0	14
112	4	0	4	0	14
113	4	0	4	0	14
114	5	0	5	0	14
115	5	0	5	0	14
116	6	0	6	0	14
117	6	0	7	0	14
118	7	0	7	0	14
119	7	0	7	0	14
120	7	0	8	0	50
