0	3	1	3	2	7
1	0	1	4	1	5
2	2	0	2	0	1
3	2	0	2	0	11
4	0	1	0	1	11
5	0	1	0	1	11
6	0	1	0	1	11
7	1	1	1	1	11
8	0	1	0	1	11
9	0	1	0	1	11
10	1	1	1	1	11
11	1	1	1	1	11
12	1	1	1	1	11
13	1	1	1	1	11
14	1	1	1	1	11
15	1	1	1	1	11
16	1	1	1	1	11
17	1	1	1	1	11
18	1	1	1	1	11
19	1	1	2	1	11
20	2	1	2	1	11
21	2	1	2	1	11
22	1	1	2	1	11
23	2	1	2	1	11
24	2	1	2	1	11
25	2	1	2	1	11
26	2	1	2	1	11
27	2	1	2	1	11
28	2	1	2	1	11
29	2	1	2	1	11
30	2	1	2	1	11
31	2	1	2	1	11
32	3	1	3	1	11
33	3	1	3	1	11
34	3	1	3	1	11
35	3	1	3	1	11
36	3	1	3	1	11
37	3	1	3	1	11
38	3	1	3	1	11
39	2	0	2	0	11
40	2	0	2	0	11
41	2	0	2	0	11
42	2	0	2	0	11
43	2	0	2	0	11
44	2	0	2	0	11
45	2	0	2	0	11
46	2	0	2	0	11
47	2	0	2	0	11
48	2	0	2	0	11
49	2	0	2	0	11
50	2	0	2	0	11
51	2	0	2	0	11
52	2	0	2	0	11
53	2	0	2	0	11
54	2	0	2	0	11
55	2	0	2	0	11
56	2	0	2	0	11
57	2	0	2	0	11
58	2	0	2	0	11
59	2	0	2	0	11
60	2	0	2	0	11
61	2	0	2	0	11
62	2	0	2	0	11
63	3	1	3	2	7
64	0	0	0	0	4
65	3	3	6	3	50
