# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\SpriteMario.png	68	145	190
1	textures\SpriteMarioRight.png	68	145	190
3	textures\StartScreen.png	0	0	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
11	textures\enemiesRight.png	3	26	110
30	textures\StatusBar.png	255	0	255
31	textures\PowerState.png	175	232	226
32	textures\BackGroundStatusBar.png	255	255	255
40	textures\Miscc.png	166	185	255
50	textures\Points.png	81	255	191
# id	left	top	right	bottom	texture_id
[SPRITES]
#################### BIG MARIO ##########################
# idle right
10001	505	93	521	120	1
# walk
10002	487	93	503	120	1
10003	469	93	485	120	1
#Slip
10004	195	92	211	120	0
#Jump
10005	433	93	449	120	1
#Bend over
10006	453	102	467	120	1
#Max speed running
10007	412	93	431	120	1
10008	386	93	405	120	1
10009	360	93	379	120	1
#Max speed Jump
10010	334	93	353	120	1
# idle left
10011	1	93	17	120	0
#walk
10012	19	93	35	120	0
10013	37	93	53	120	0
#Slip
10014	311	92	327	120	1
#Jump
10015	73	93	89	120	0
#bend over
10016	55	102	69	120	0
#Max Speed running
10017	91	93	110	120	0
10018	117	93	136	120	0
10019	143	93	162	120	0
#Max Speed Jump
10020	169	93	188	120	0
# die 
10099	307	16	323	32	0
#################  SMALL MARIO  ###########################
# idle small right
10021	507	17	519	32	1
# walk
10022	507	17	519	32	1
10023	487	16	502	32	1
#Jump
10024	469	16	485	32	1
# idle small left
10031 	3	17	15	32	0
# walk
10032	3	17	15	32	0
10033	20	16	35	32	0
#Jump
10034	37	16	52	32	0
################ RACCOON MARIO  ########################
# idle #########   RIGHT    ###########
10041	500	350	521	378	1
# walk
10042	473	350	495	378	1			
10043	446	350	469	378	1
#Jump
10044	394	350	417	378	1
#Kill
10045	99	311	122	339	1
10046	142	350	165	378	1
10047	395	315	425	343	0
10048	98	350	121	378	1
#Drop
10100	367	350	391	378	1
#Prepare Fly
10101	315	350	339	378	1
10102	289	350	313	378	1
10103	263	350	287	378	1
#Fly
10105	237	350	261	378	1
10106	211	350	235	378	1
10107	185	350	209	378	1
#Slow Drop
10110	367	346	391	378	1
10111	341	346	365	378	1
#Slip
10112	167	348	183	378	1
#bend over
10113	421	360	443	378	1
#catch idle
10115	500	384	521	412	1
#catch walking
10116	473	384	495	412	1
10117	446	384	469	412	1
#kick
10118	419	384	441	412	1
# idle #########    LEFT   #############
10051	1	350	22	378	0
#walk
10052	27	350	49	378	0
10053	53	350	76	378	0
#Jump
10054	105	350	129	378	0
#Kill
10055	395	315	425	343	0
10056	374	350	397	378	0
10057	99	311	120	339	1
10058	418	350	441	378	0
#Slow Drop
10060	157	350	179	378	0
10061	131	350	154	378	0	
#Slip
10062	339	348	355	378	0
#bend over
10063	79	360	101	378	0
#catch idle
10165	1	384	22	412	0
#catch walking
10166	27	384	49	412	0
10167	53	384	76	412	0
#kick
10168	81	384	103	412	0
#Drop
10170	131	350	154	378	0
#teleport
10171	381	350	397	378	0
####################   FIRE MARIO   #################################
#idle ###########   right   ###################
10500	507	265	521	292	1
#Walk
10501	487	265	503	292	1
10502	469	265	485	292	1
#Jump
10505	433	265	449	292	1
#Attack
10506	281	299	295	326	1
10507	299	299	313	326	1
#slip
10508	311	264	327	292	1
#bend over
10509	453	274	468	292	1
#Max speed running
10510	412	265	431	292	1
10511	386	265	405	292	1
10512	360	265	379	292	1
#Max speed Jump
10513	334	265	353	292	1
#idle ############   left    #################
10600	1	265	15	292	0
#Walk
10601	19	265	35	292	0
10602	37	265	53	292	0
#Jump
10605	73	265	89	292	0
#Attack
10606	227	299	241	326	0
10607	209	299	223	326	0
#slip
10608	195	264	211	292	0
#bend over
10609	55	274	69	292	0
#Max speed running
10610	91	265	110	292	0
10611	117	265	136	292	0
10612	143	265	162	292	0
#max speed jump
10613	169	265	188	292	0
####################     BRICK    ####################################
20001	274	188	290	204	40
20002	293	188	309	204	40
20003	312	188	328	204	40
20004	331	188	347	204	40
20005	363	301	371	310	40
####################    GOOMBA     ####################################
30001	9	11	25	27	10
30002	32	11	48	27	10
#die
30003	54	18	70	27	10
###### para goomba ############
#walking Wing
30011	164	40	184	59	11
30012	188	40	208	59	11
30013	214	35	234	59	11
30014	238	35	258	59	11
#walking no
30016	183	70	199	86	11
30017	204	70	220	86	11
#die
30020	163	77	179	86	11
#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20
#####################     FIRE BULLET   ###############################
50001	245	306	253	314	0
50002	255	305	263	314	0
50003	265	306	273	314	0
50004	275	306	283	314	0
#bullet explode
50005	415	19	431	35	0
50006	435	21	447	33	0
50007	453	21	465	33	0
50008	471	21	483	33	0
#####################     line        ##################################		
1	1	1	2	17	1		
######################     KOOPA Troopas Red	#########################
#walk right
60001	280	67	296	93	11
60002	261	67	277	93	11
#Shell
60005	235	75	253	91	11
#shell rotatory
60006	279	97	295	112	11
60007	258	96	274	112	11
60008	237	96	253	112	11
60009	50	96	66	112	10
#walk left
60011	28	67	44	93	10
60012	47	67	63	93	10
#shell
60015	71	75	89	91	10
#shell rotatory
60016	279	97	295	112	11
60017	50	96	66	112	10
60018	237	96	253	112	11
60019	258	96	274	112	11
#Shell tail attack
60021	293	95	311	111	10
#rotatory, prepare live
60022	271	96	287	112	10
60023	250	96	266	112	10
60024	229	95	245	111	10
60025	205	96	221	112	10
######################     KOOPA Troopas Green	#########################
#walk right
60051	277	118	293	145	11
60052	258	118	274	145	11
#Shell
60055	232	127	250	143	11
#shell rotatory
60056	276	148	292	165	11
60057	255	148	271	165	11
60058	234	148	250	165	11
60059	53	148	69	165	10
#walk left
60061	31	118	47	145	10
60062	50	118	66	145	10
#shell
60065	74	127	92	143	10
#shell rotatory
60066	276	148	292	165	11
60067	53	148	69	165	10
60068	234	148	250	165	11
60069	255	148	271	165	11
#Shell tail attack
60071	293	76	311	93	10
#rotatory, prepare live
60072	271	76	287	92	10
60073	251	76	267	92	10
60074	229	75	245	91	10
60075	206	76	222	92	10
##############     KOOPA_PARATROOPA_GREEN	############
#wing big right
60100	204	129	129	156	11
60101	182	129	198	156	11
#jump
60102	161	129	177	156	11
#wing big left
60105	105	129	121	156	10
60106	126	129	142	156	10
60107	147	129	163	156	10
###################    Fire Piranha plant #######################
#right top
61000	301	71	317	103	11
#right bot
61001	301	33	317	65	11
#left top
61002	7	71	23	103	10
#left bot
61003	7	33	23	65	10
###################    Green Piranha plant #######################
#right top
61005	302	195	318	219	11
#right bot
61006	302	166	318	190	11
#left top
61007	6	195	22	219	10
#left bot
61008	6	166	22	190	10
###################    Green Piranha plant bite #######################
61010	7	137	23	161	10
61011	7	107	23	131	10
########################    question brick    #########################
70000	157	188	173	204	40
70001	176	188	192	204	40
70002	196	188	212	204	40
70003	215	188	231	204	40
## brick without question
70004	235	188	251	204	40
################ Tube ######################
70006	345	247	377	295	40
70007	382	262	414	294	40
####################  ITEMS   ###############
#Tree_Leaf
70010	180	123	196	137	40
#money
70011	291	100	302	116	40
70012	305	100	312	116	40
70013	316	100	325	116	40
70014	334	100	348	116	40
70015	354	100	363	116	40
70016	370	100	382	116	40
#switch
70020	156	144	172	160	40
70021	178	144	194	160	40
70022	200	153	216	160	40
#Mushroom green
70025	286	121	302	137	40
#mushroom red
70026	156	121	172	137	40
#card
